Date,DXY
2000-01-01,105.12999725341797
2000-02-01,105.91999816894531
2000-03-01,105.44000244140625
2000-04-01,110.13999938964844
2000-05-01,108.73999786376953
2000-06-01,106.83999633789062
2000-07-01,109.56999969482422
2000-08-01,112.5999984741211
2000-09-01,113.25
2000-10-01,116.6500015258789
2000-11-01,115.23999786376953
2000-12-01,109.55999755859375
2001-01-01,110.5199966430664
2001-02-01,112.01000213623047
2001-03-01,117.37000274658203
2001-04-01,115.8499984741211
2001-05-01,119.06999969482422
2001-06-01,119.43000030517578
2001-07-01,117.18000030517578
2001-08-01,113.41999816894531
2001-09-01,113.4800033569336
2001-10-01,114.86000061035156
2001-11-01,116.12999725341797
2001-12-01,116.75
2002-01-01,120.23999786376953
2002-02-01,119.16000366210938
2002-03-01,118.62000274658203
2002-04-01,115.19000244140625
2002-05-01,111.80999755859375
2002-06-01,106.11000061035156
2002-07-01,107.41000366210938
2002-08-01,106.9800033569336
2002-09-01,106.87000274658203
2002-10-01,106.63999938964844
2002-11-01,106.41000366210938
2002-12-01,101.8499984741211
2003-01-01,99.91000366210938
2003-02-01,99.70999908447266
2003-03-01,99.05999755859375
2003-04-01,97.19000244140625
2003-05-01,93.2699966430664
2003-06-01,94.7300033569336
2003-07-01,96.88999938964844
2003-08-01,98.0999984741211
2003-09-01,92.8499984741211
2003-10-01,92.7300033569336
2003-11-01,90.20999908447266
2003-12-01,86.91999816894531
2004-01-01,87.19999694824219
2004-02-01,87.30999755859375
2004-03-01,87.61000061035156
2004-04-01,90.4800033569336
2004-05-01,88.94999694824219
2004-06-01,88.80000305175781
2004-07-01,89.95999908447266
2004-08-01,88.94000244140625
2004-09-01,87.36000061035156
2004-10-01,84.91000366210938
2004-11-01,81.81999969482422
2004-12-01,80.8499984741211
2005-01-01,83.5999984741211
2005-02-01,82.51000213623047
2005-03-01,84.05999755859375
2005-04-01,84.43000030517578
2005-05-01,87.76000213623047
2005-06-01,89.11000061035156
2005-07-01,89.3499984741211
2005-08-01,87.58000183105469
2005-09-01,89.5199966430664
2005-10-01,90.06999969482422
2005-11-01,91.56999969482422
2005-12-01,91.16999816894531
2006-01-01,88.95999908447266
2006-02-01,90.11000061035156
2006-03-01,89.7300033569336
2006-04-01,86.11000061035156
2006-05-01,84.72000122070312
2006-06-01,85.22000122070312
2006-07-01,85.30000305175781
2006-08-01,85.05000305175781
2006-09-01,85.97000122070312
2006-10-01,85.31999969482422
2006-11-01,82.91999816894531
2006-12-01,83.72000122070312
2007-01-01,84.61000061035156
2007-02-01,83.56999969482422
2007-03-01,82.93000030517578
2007-04-01,81.44999694824219
2007-05-01,82.30000305175781
2007-06-01,81.91999816894531
2007-07-01,80.7699966430664
2007-08-01,80.79000091552734
2007-09-01,77.72000122070312
2007-10-01,76.4800033569336
2007-11-01,76.1500015258789
2007-12-01,76.69999694824219
2008-01-01,75.18000030517578
2008-02-01,73.70999908447266
2008-03-01,71.80000305175781
2008-04-01,72.51000213623047
2008-05-01,72.87999725341797
2008-06-01,72.45999908447266
2008-07-01,73.2300033569336
2008-08-01,77.37999725341797
2008-09-01,79.44999694824219
2008-10-01,85.62999725341797
2008-11-01,86.5199966430664
2008-12-01,81.30999755859375
2009-01-01,86.0
2009-02-01,88.01000213623047
2009-03-01,85.43000030517578
2009-04-01,84.61000061035156
2009-05-01,80.43000030517578
2009-06-01,80.12999725341797
2009-07-01,78.3499984741211
2009-08-01,78.16999816894531
2009-09-01,76.6500015258789
2009-10-01,76.30000305175781
2009-11-01,74.87999725341797
2009-12-01,77.86000061035156
2010-01-01,79.45999908447266
2010-02-01,80.36000061035156
2010-03-01,81.06999969482422
2010-04-01,81.87000274658203
2010-05-01,86.58999633789062
2010-06-01,86.0199966430664
2010-07-01,81.54000091552734
2010-08-01,83.19999694824219
2010-09-01,78.72000122070312
2010-10-01,77.2699966430664
2010-11-01,81.19999694824219
2010-12-01,79.02999877929688
2011-01-01,77.73999786376953
2011-02-01,76.88999938964844
2011-03-01,75.86000061035156
2011-04-01,72.93000030517578
2011-05-01,74.63999938964844
2011-06-01,74.30000305175781
2011-07-01,73.9000015258789
2011-08-01,74.12999725341797
2011-09-01,78.55000305175781
2011-10-01,76.16999816894531
2011-11-01,78.38999938964844
2011-12-01,80.16999816894531
2012-01-01,79.27999877929688
2012-02-01,78.7300033569336
2012-03-01,78.93000030517578
2012-04-01,78.79000091552734
2012-05-01,83.04000091552734
2012-06-01,81.6500015258789
2012-07-01,82.63999938964844
2012-08-01,81.25
2012-09-01,79.94000244140625
2012-10-01,79.91999816894531
2012-11-01,80.1500015258789
2012-12-01,79.7699966430664
2013-01-01,79.20999908447266
2013-02-01,81.9800033569336
2013-03-01,82.98999786376953
2013-04-01,81.7300033569336
2013-05-01,83.37999725341797
2013-06-01,83.16999816894531
2013-07-01,81.44999694824219
2013-08-01,82.08999633789062
2013-09-01,80.22000122070312
2013-10-01,80.19999694824219
2013-11-01,80.68000030517578
2013-12-01,80.04000091552734
2014-01-01,81.2699966430664
2014-02-01,79.77999877929688
2014-03-01,80.0999984741211
2014-04-01,79.48999786376953
2014-05-01,80.37000274658203
2014-06-01,79.77999877929688
2014-07-01,81.45999908447266
2014-08-01,82.75
2014-09-01,85.94000244140625
2014-10-01,86.87999725341797
2014-11-01,88.36000061035156
2014-12-01,90.2699966430664
2015-01-01,94.80000305175781
2015-02-01,95.25
2015-03-01,98.36000061035156
2015-04-01,94.5999984741211
2015-05-01,96.91000366210938
2015-06-01,95.48999786376953
2015-07-01,97.37000274658203
2015-08-01,95.94999694824219
2015-09-01,96.3499984741211
2015-10-01,96.94999694824219
2015-11-01,100.16999816894531
2015-12-01,98.62999725341797
2016-01-01,99.61000061035156
2016-02-01,98.20999908447266
2016-03-01,94.58999633789062
2016-04-01,93.08000183105469
2016-05-01,95.88999938964844
2016-06-01,96.13999938964844
2016-07-01,95.52999877929688
2016-08-01,96.0199966430664
2016-09-01,95.45999908447266
2016-10-01,98.44999694824219
2016-11-01,101.5
2016-12-01,102.38999938964844
2017-01-01,99.51000213623047
2017-02-01,101.12000274658203
2017-03-01,100.3499984741211
2017-04-01,99.05000305175781
2017-05-01,96.91999816894531
2017-06-01,95.66000366210938
2017-07-01,92.86000061035156
2017-08-01,92.66999816894531
2017-09-01,93.08000183105469
2017-10-01,94.55000305175781
2017-11-01,93.01000213623047
2017-12-01,92.12000274658203
2018-01-01,89.12999725341797
2018-02-01,90.61000061035156
2018-03-01,89.97000122070312
2018-04-01,91.83999633789062
2018-05-01,93.98999786376953
2018-06-01,94.62999725341797
2018-07-01,94.48999786376953
2018-08-01,95.13999938964844
2018-09-01,95.19000244140625
2018-10-01,97.12999725341797
2018-11-01,97.2699966430664
2018-12-01,96.16999816894531
2019-01-01,95.58000183105469
2019-02-01,96.16000366210938
2019-03-01,97.27999877929688
2019-04-01,97.4800033569336
2019-05-01,97.75
2019-06-01,96.12999725341797
2019-07-01,98.5199966430664
2019-08-01,98.91999816894531
2019-09-01,99.37999725341797
2019-10-01,97.3499984741211
2019-11-01,98.2699966430664
2019-12-01,96.38999938964844
2020-01-01,97.38999938964844
2020-02-01,98.12999725341797
2020-03-01,99.05000305175781
2020-04-01,99.0199966430664
2020-05-01,98.33999633789062
2020-06-01,97.38999938964844
2020-07-01,93.48999786376953
2020-08-01,92.13999938964844
2020-09-01,93.88999938964844
2020-10-01,94.04000091552734
2020-11-01,91.87000274658203
2020-12-01,89.94000244140625
2021-01-01,90.58000183105469
2021-02-01,90.93000030517578
2021-03-01,93.2300033569336
2021-04-01,91.27999877929688
2021-05-01,89.83999633789062
2021-06-01,92.44000244140625
2021-07-01,92.16999816894531
2021-08-01,92.62999725341797
2021-09-01,94.25
2021-10-01,94.12000274658203
2021-11-01,95.98999786376953
2021-12-01,95.66999816894531
2022-01-01,96.54000091552734
2022-02-01,96.70999908447266
2022-03-01,98.30999755859375
2022-04-01,102.95999908447266
2022-05-01,101.75
2022-06-01,104.69000244140625
2022-07-01,105.9000015258789
2022-08-01,108.69999694824219
2022-09-01,112.12000274658203
2022-10-01,111.52999877929688
2022-11-01,105.94999694824219
2022-12-01,103.5199966430664
2023-01-01,102.0999984741211
2023-02-01,104.87000274658203
2023-03-01,102.51000213623047
2023-04-01,101.66999816894531
2023-05-01,104.31999969482422
2023-06-01,102.91000366210938
2023-07-01,101.86000061035156
2023-08-01,103.62000274658203
2023-09-01,106.16999816894531
2023-10-01,106.66000366210938
2023-11-01,103.5
2023-12-01,101.33000183105469
2024-01-01,103.2699966430664
2024-02-01,104.16000366210938
2024-03-01,104.55000305175781
2024-04-01,106.22000122070312
2024-05-01,104.66999816894531
2024-06-01,105.87000274658203
2024-07-01,104.0999984741211
2024-08-01,101.69999694824219
2024-09-01,100.77999877929688
2024-10-01,103.9800033569336
2024-11-01,105.73999786376953
2024-12-01,108.48999786376953
2025-01-01,108.37000274658203
2025-02-01,107.61000061035156
2025-03-01,104.20999908447266
2025-04-01,99.47000122070312
2025-05-01,99.33000183105469
2025-06-01,96.87999725341797
2025-07-01,100.02999877929688
2025-08-01,97.7699966430664
2025-09-01,97.7699966430664
2025-10-01,99.80000305175781
2025-11-01,99.45999908447266
2025-12-01,98.27999877929688
2026-01-01,96.98999786376953
2026-02-01,97.61000061035156
2026-03-01,99.95999908447266
2026-04-01,98.08000183105469
2026-05-01,98.91000366210938
2026-06-01,99.96299743652344
